"participant_id","dataset","oracle","search","task","completion_time","condition","task_type",".row","exp(.value)",".lower",".upper",".width",".point",".interval"
57,"birdstrikes","dziban","dfs","4. Exploration",243.737,"dziban_dfs","Focused",206,750.997805109845,603.641510480887,925.880335900138,0.95,"mean","qi"
57,"birdstrikes","dziban","dfs","4. Exploration",689.81,"dziban_dfs","Open-Ended",207,750.997805109845,603.641510480887,925.880335900138,0.95,"mean","qi"
57,"birdstrikes","dziban","dfs","4. Exploration",794.259,"dziban_dfs","Open-Ended",208,750.997805109845,603.641510480887,925.880335900138,0.95,"mean","qi"
58,"birdstrikes","dziban","bfs","4. Exploration",199.194,"dziban_bfs","Focused",210,659.359390816941,537.897956662193,802.435456733026,0.95,"mean","qi"
58,"birdstrikes","dziban","bfs","4. Exploration",311.761,"dziban_bfs","Focused",209,659.359390816941,537.897956662193,802.435456733026,0.95,"mean","qi"
58,"birdstrikes","dziban","bfs","4. Exploration",782.013,"dziban_bfs","Open-Ended",212,659.359390816941,537.897956662193,802.435456733026,0.95,"mean","qi"
58,"birdstrikes","dziban","bfs","4. Exploration",1055.394,"dziban_bfs","Open-Ended",211,659.359390816941,537.897956662193,802.435456733026,0.95,"mean","qi"
59,"movies","compassql","bfs","4. Exploration",118.083,"compassql_bfs","Focused",213,746.095254137427,606.154336688449,905.914675952782,0.95,"mean","qi"
59,"movies","compassql","bfs","4. Exploration",125.868,"compassql_bfs","Focused",214,746.095254137427,606.154336688449,905.914675952782,0.95,"mean","qi"
59,"movies","compassql","bfs","4. Exploration",541.348,"compassql_bfs","Open-Ended",216,746.095254137427,606.154336688449,905.914675952782,0.95,"mean","qi"
59,"movies","compassql","bfs","4. Exploration",581.608,"compassql_bfs","Open-Ended",215,746.095254137427,606.154336688449,905.914675952782,0.95,"mean","qi"
1,"birdstrikes","compassql","bfs","4. Exploration",130.713,"compassql_bfs","Focused",42,720.137407831837,669.383495049382,764.32856288759,0.5,"mean","qi"
1,"birdstrikes","compassql","bfs","4. Exploration",419.898,"compassql_bfs","Focused",41,720.137407831837,669.383495049382,764.32856288759,0.5,"mean","qi"
1,"birdstrikes","compassql","bfs","4. Exploration",529.136,"compassql_bfs","Open-Ended",43,720.137407831837,669.383495049382,764.32856288759,0.5,"mean","qi"
1,"birdstrikes","compassql","bfs","4. Exploration",764.832,"compassql_bfs","Open-Ended",44,720.137407831837,669.383495049382,764.32856288759,0.5,"mean","qi"
2,"birdstrikes","compassql","bfs","4. Exploration",182.05,"compassql_bfs","Focused",86,720.137407831837,669.383495049382,764.32856288759,0.5,"mean","qi"
2,"birdstrikes","compassql","bfs","4. Exploration",365.038,"compassql_bfs","Focused",85,720.137407831837,669.383495049382,764.32856288759,0.5,"mean","qi"
2,"birdstrikes","compassql","bfs","4. Exploration",558.253,"compassql_bfs","Open-Ended",87,720.137407831837,669.383495049382,764.32856288759,0.5,"mean","qi"
2,"birdstrikes","compassql","bfs","4. Exploration",682.492,"compassql_bfs","Open-Ended",88,720.137407831837,669.383495049382,764.32856288759,0.5,"mean","qi"
3,"birdstrikes","compassql","bfs","4. Exploration",157.941,"compassql_bfs","Focused",130,720.137407831837,669.383495049382,764.32856288759,0.5,"mean","qi"
3,"birdstrikes","compassql","bfs","4. Exploration",299.53,"compassql_bfs","Focused",129,720.137407831837,669.383495049382,764.32856288759,0.5,"mean","qi"
3,"birdstrikes","compassql","bfs","4. Exploration",555.236,"compassql_bfs","Open-Ended",131,720.137407831837,669.383495049382,764.32856288759,0.5,"mean","qi"
3,"birdstrikes","compassql","bfs","4. Exploration",954.624,"compassql_bfs","Open-Ended",132,720.137407831837,669.383495049382,764.32856288759,0.5,"mean","qi"
4,"movies","compassql","dfs","4. Exploration",64.071,"compassql_dfs","Focused",173,635.272971125403,591.928198744098,674.949409746609,0.5,"mean","qi"
4,"movies","compassql","dfs","4. Exploration",274.449,"compassql_dfs","Focused",174,635.272971125403,591.928198744098,674.949409746609,0.5,"mean","qi"
4,"movies","compassql","dfs","4. Exploration",949.55,"compassql_dfs","Open-Ended",176,635.272971125403,591.928198744098,674.949409746609,0.5,"mean","qi"
4,"movies","compassql","dfs","4. Exploration",1035.578,"compassql_dfs","Open-Ended",175,635.272971125403,591.928198744098,674.949409746609,0.5,"mean","qi"
5,"movies","dziban","bfs","4. Exploration",229.185,"dziban_bfs","Focused",217,740.612740932303,691.694966158588,786.338020466139,0.5,"mean","qi"
5,"movies","dziban","bfs","4. Exploration",241.724,"dziban_bfs","Focused",218,740.612740932303,691.694966158588,786.338020466139,0.5,"mean","qi"
5,"movies","dziban","bfs","4. Exploration",595.646,"dziban_bfs","Open-Ended",220,740.612740932303,691.694966158588,786.338020466139,0.5,"mean","qi"
5,"movies","dziban","bfs","4. Exploration",659.498,"dziban_bfs","Open-Ended",219,740.612740932303,691.694966158588,786.338020466139,0.5,"mean","qi"
6,"birdstrikes","compassql","dfs","4. Exploration",189.291,"compassql_dfs","Focused",221,752.217375449746,698.363705998295,801.896891892972,0.5,"mean","qi"
6,"birdstrikes","compassql","dfs","4. Exploration",191.305,"compassql_dfs","Focused",222,752.217375449746,698.363705998295,801.896891892972,0.5,"mean","qi"
6,"birdstrikes","compassql","dfs","4. Exploration",591.527,"compassql_dfs","Open-Ended",223,752.217375449746,698.363705998295,801.896891892972,0.5,"mean","qi"
6,"birdstrikes","compassql","dfs","4. Exploration",597.295,"compassql_dfs","Open-Ended",224,752.217375449746,698.363705998295,801.896891892972,0.5,"mean","qi"
7,"movies","compassql","dfs","4. Exploration",97.353,"compassql_dfs","Focused",225,635.272971125403,591.928198744098,674.949409746609,0.5,"mean","qi"
7,"movies","compassql","dfs","4. Exploration",185.769,"compassql_dfs","Focused",226,635.272971125403,591.928198744098,674.949409746609,0.5,"mean","qi"
7,"movies","compassql","dfs","4. Exploration",537.48,"compassql_dfs","Open-Ended",227,635.272971125403,591.928198744098,674.949409746609,0.5,"mean","qi"
7,"movies","compassql","dfs","4. Exploration",670.009,"compassql_dfs","Open-Ended",228,635.272971125403,591.928198744098,674.949409746609,0.5,"mean","qi"
8,"movies","dziban","dfs","4. Exploration",374.719,"dziban_dfs","Focused",230,710.864272137874,661.824921679887,755.493756853481,0.5,"mean","qi"
8,"movies","dziban","dfs","4. Exploration",378.739,"dziban_dfs","Focused",229,710.864272137874,661.824921679887,755.493756853481,0.5,"mean","qi"
8,"movies","dziban","dfs","4. Exploration",498.083,"dziban_dfs","Open-Ended",231,710.864272137874,661.824921679887,755.493756853481,0.5,"mean","qi"
8,"movies","dziban","dfs","4. Exploration",880.304,"dziban_dfs","Open-Ended",232,710.864272137874,661.824921679887,755.493756853481,0.5,"mean","qi"
9,"movies","dziban","bfs","4. Exploration",262.809,"dziban_bfs","Focused",234,740.612740932303,691.694966158588,786.338020466139,0.5,"mean","qi"
9,"movies","dziban","bfs","4. Exploration",399.447,"dziban_bfs","Focused",233,740.612740932303,691.694966158588,786.338020466139,0.5,"mean","qi"
9,"movies","dziban","bfs","4. Exploration",829.866,"dziban_bfs","Open-Ended",236,740.612740932303,691.694966158588,786.338020466139,0.5,"mean","qi"
9,"movies","dziban","bfs","4. Exploration",1139.979,"dziban_bfs","Open-Ended",235,740.612740932303,691.694966158588,786.338020466139,0.5,"mean","qi"
10,"birdstrikes","compassql","bfs","4. Exploration",80.865,"compassql_bfs","Focused",1,720.137407831837,669.383495049382,764.32856288759,0.5,"mean","qi"
10,"birdstrikes","compassql","bfs","4. Exploration",366.251,"compassql_bfs","Focused",2,720.137407831837,669.383495049382,764.32856288759,0.5,"mean","qi"
10,"birdstrikes","compassql","bfs","4. Exploration",712.305,"compassql_bfs","Open-Ended",3,720.137407831837,669.383495049382,764.32856288759,0.5,"mean","qi"
10,"birdstrikes","compassql","bfs","4. Exploration",914.374,"compassql_bfs","Open-Ended",4,720.137407831837,669.383495049382,764.32856288759,0.5,"mean","qi"
11,"birdstrikes","compassql","dfs","4. Exploration",88.641,"compassql_dfs","Focused",5,752.217375449746,698.363705998295,801.896891892972,0.5,"mean","qi"
11,"birdstrikes","compassql","dfs","4. Exploration",127.336,"compassql_dfs","Focused",6,752.217375449746,698.363705998295,801.896891892972,0.5,"mean","qi"
11,"birdstrikes","compassql","dfs","4. Exploration",778.919,"compassql_dfs","Open-Ended",7,752.217375449746,698.363705998295,801.896891892972,0.5,"mean","qi"
11,"birdstrikes","compassql","dfs","4. Exploration",878.045,"compassql_dfs","Open-Ended",8,752.217375449746,698.363705998295,801.896891892972,0.5,"mean","qi"
12,"movies","compassql","dfs","4. Exploration",286.29,"compassql_dfs","Focused",10,635.272971125403,591.928198744098,674.949409746609,0.5,"mean","qi"
12,"movies","compassql","dfs","4. Exploration",774.624,"compassql_dfs","Focused",9,635.272971125403,591.928198744098,674.949409746609,0.5,"mean","qi"
12,"movies","compassql","dfs","4. Exploration",908.271,"compassql_dfs","Open-Ended",12,635.272971125403,591.928198744098,674.949409746609,0.5,"mean","qi"
12,"movies","compassql","dfs","4. Exploration",977.202,"compassql_dfs","Open-Ended",11,635.272971125403,591.928198744098,674.949409746609,0.5,"mean","qi"
13,"birdstrikes","dziban","bfs","4. Exploration",123.751,"dziban_bfs","Focused",13,659.359390816941,612.826445938533,701.052363884437,0.5,"mean","qi"
13,"birdstrikes","dziban","bfs","4. Exploration",181.251,"dziban_bfs","Focused",14,659.359390816941,612.826445938533,701.052363884437,0.5,"mean","qi"
13,"birdstrikes","dziban","bfs","4. Exploration",382.749,"dziban_bfs","Open-Ended",15,659.359390816941,612.826445938533,701.052363884437,0.5,"mean","qi"
13,"birdstrikes","dziban","bfs","4. Exploration",722.972,"dziban_bfs","Open-Ended",16,659.359390816941,612.826445938533,701.052363884437,0.5,"mean","qi"
14,"movies","compassql","dfs","4. Exploration",365.158,"compassql_dfs","Focused",17,635.272971125403,591.928198744098,674.949409746609,0.5,"mean","qi"
14,"movies","compassql","dfs","4. Exploration",432.948,"compassql_dfs","Focused",18,635.272971125403,591.928198744098,674.949409746609,0.5,"mean","qi"
14,"movies","compassql","dfs","4. Exploration",630.24,"compassql_dfs","Open-Ended",20,635.272971125403,591.928198744098,674.949409746609,0.5,"mean","qi"
14,"movies","compassql","dfs","4. Exploration",671.747,"compassql_dfs","Open-Ended",19,635.272971125403,591.928198744098,674.949409746609,0.5,"mean","qi"
15,"movies","dziban","dfs","4. Exploration",124.763,"dziban_dfs","Focused",21,710.864272137874,661.824921679887,755.493756853481,0.5,"mean","qi"
15,"movies","dziban","dfs","4. Exploration",175.713,"dziban_dfs","Focused",22,710.864272137874,661.824921679887,755.493756853481,0.5,"mean","qi"
15,"movies","dziban","dfs","4. Exploration",804.142,"dziban_dfs","Open-Ended",23,710.864272137874,661.824921679887,755.493756853481,0.5,"mean","qi"
15,"movies","dziban","dfs","4. Exploration",860.832,"dziban_dfs","Open-Ended",24,710.864272137874,661.824921679887,755.493756853481,0.5,"mean","qi"
16,"birdstrikes","dziban","dfs","4. Exploration",152.353,"dziban_dfs","Focused",26,750.997805109845,697.293134619191,801.218490693169,0.5,"mean","qi"
16,"birdstrikes","dziban","dfs","4. Exploration",226.503,"dziban_dfs","Focused",25,750.997805109845,697.293134619191,801.218490693169,0.5,"mean","qi"
16,"birdstrikes","dziban","dfs","4. Exploration",413.259,"dziban_dfs","Open-Ended",27,750.997805109845,697.293134619191,801.218490693169,0.5,"mean","qi"
16,"birdstrikes","dziban","dfs","4. Exploration",1291.678,"dziban_dfs","Open-Ended",28,750.997805109845,697.293134619191,801.218490693169,0.5,"mean","qi"
17,"movies","compassql","dfs","4. Exploration",103.418,"compassql_dfs","Focused",30,635.272971125403,591.928198744098,674.949409746609,0.5,"mean","qi"
17,"movies","compassql","dfs","4. Exploration",158.68,"compassql_dfs","Focused",29,635.272971125403,591.928198744098,674.949409746609,0.5,"mean","qi"
17,"movies","compassql","dfs","4. Exploration",644.776,"compassql_dfs","Open-Ended",32,635.272971125403,591.928198744098,674.949409746609,0.5,"mean","qi"
17,"movies","compassql","dfs","4. Exploration",1025.924,"compassql_dfs","Open-Ended",31,635.272971125403,591.928198744098,674.949409746609,0.5,"mean","qi"
18,"birdstrikes","dziban","dfs","4. Exploration",86.738,"dziban_dfs","Focused",33,750.997805109845,697.293134619191,801.218490693169,0.5,"mean","qi"
18,"birdstrikes","dziban","dfs","4. Exploration",190.595,"dziban_dfs","Focused",34,750.997805109845,697.293134619191,801.218490693169,0.5,"mean","qi"
18,"birdstrikes","dziban","dfs","4. Exploration",898.077,"dziban_dfs","Open-Ended",36,750.997805109845,697.293134619191,801.218490693169,0.5,"mean","qi"
18,"birdstrikes","dziban","dfs","4. Exploration",927.51,"dziban_dfs","Open-Ended",35,750.997805109845,697.293134619191,801.218490693169,0.5,"mean","qi"
19,"movies","compassql","dfs","4. Exploration",102.94,"compassql_dfs","Focused",37,635.272971125403,591.928198744098,674.949409746609,0.5,"mean","qi"
19,"movies","compassql","dfs","4. Exploration",196.136,"compassql_dfs","Focused",38,635.272971125403,591.928198744098,674.949409746609,0.5,"mean","qi"
19,"movies","compassql","dfs","4. Exploration",595.448,"compassql_dfs","Open-Ended",40,635.272971125403,591.928198744098,674.949409746609,0.5,"mean","qi"
19,"movies","compassql","dfs","4. Exploration",842.218,"compassql_dfs","Open-Ended",39,635.272971125403,591.928198744098,674.949409746609,0.5,"mean","qi"
20,"birdstrikes","compassql","dfs","4. Exploration",170.561,"compassql_dfs","Focused",46,752.217375449746,698.363705998295,801.896891892972,0.5,"mean","qi"
20,"birdstrikes","compassql","dfs","4. Exploration",286.541,"compassql_dfs","Open-Ended",47,752.217375449746,698.363705998295,801.896891892972,0.5,"mean","qi"
20,"birdstrikes","compassql","dfs","4. Exploration",405.433,"compassql_dfs","Focused",45,752.217375449746,698.363705998295,801.896891892972,0.5,"mean","qi"
20,"birdstrikes","compassql","dfs","4. Exploration",705.415,"compassql_dfs","Open-Ended",48,752.217375449746,698.363705998295,801.896891892972,0.5,"mean","qi"
21,"birdstrikes","compassql","dfs","4. Exploration",242.337,"compassql_dfs","Focused",49,752.217375449746,698.363705998295,801.896891892972,0.5,"mean","qi"
21,"birdstrikes","compassql","dfs","4. Exploration",386.503,"compassql_dfs","Focused",50,752.217375449746,698.363705998295,801.896891892972,0.5,"mean","qi"
21,"birdstrikes","compassql","dfs","4. Exploration",886.577,"compassql_dfs","Open-Ended",52,752.217375449746,698.363705998295,801.896891892972,0.5,"mean","qi"
21,"birdstrikes","compassql","dfs","4. Exploration",1229.062,"compassql_dfs","Open-Ended",51,752.217375449746,698.363705998295,801.896891892972,0.5,"mean","qi"
22,"movies","dziban","bfs","4. Exploration",149.612,"dziban_bfs","Focused",53,740.612740932303,691.694966158588,786.338020466139,0.5,"mean","qi"
22,"movies","dziban","bfs","4. Exploration",443.844,"dziban_bfs","Focused",54,740.612740932303,691.694966158588,786.338020466139,0.5,"mean","qi"
22,"movies","dziban","bfs","4. Exploration",754.89,"dziban_bfs","Open-Ended",55,740.612740932303,691.694966158588,786.338020466139,0.5,"mean","qi"
22,"movies","dziban","bfs","4. Exploration",956.825,"dziban_bfs","Open-Ended",56,740.612740932303,691.694966158588,786.338020466139,0.5,"mean","qi"
23,"birdstrikes","compassql","dfs","4. Exploration",354.845,"compassql_dfs","Focused",58,752.217375449746,698.363705998295,801.896891892972,0.5,"mean","qi"
23,"birdstrikes","compassql","dfs","4. Exploration",776.278,"compassql_dfs","Focused",57,752.217375449746,698.363705998295,801.896891892972,0.5,"mean","qi"
23,"birdstrikes","compassql","dfs","4. Exploration",962.746,"compassql_dfs","Open-Ended",60,752.217375449746,698.363705998295,801.896891892972,0.5,"mean","qi"
23,"birdstrikes","compassql","dfs","4. Exploration",993.777,"compassql_dfs","Open-Ended",59,752.217375449746,698.363705998295,801.896891892972,0.5,"mean","qi"
24,"movies","compassql","bfs","4. Exploration",212.961,"compassql_bfs","Focused",61,746.095254137427,692.116856730933,796.490209899083,0.5,"mean","qi"
24,"movies","compassql","bfs","4. Exploration",243.659,"compassql_bfs","Focused",62,746.095254137427,692.116856730933,796.490209899083,0.5,"mean","qi"
24,"movies","compassql","bfs","4. Exploration",739.454,"compassql_bfs","Open-Ended",63,746.095254137427,692.116856730933,796.490209899083,0.5,"mean","qi"
24,"movies","compassql","bfs","4. Exploration",902.994,"compassql_bfs","Open-Ended",64,746.095254137427,692.116856730933,796.490209899083,0.5,"mean","qi"
25,"birdstrikes","dziban","dfs","4. Exploration",229.329,"dziban_dfs","Focused",65,750.997805109845,697.293134619191,801.218490693169,0.5,"mean","qi"
25,"birdstrikes","dziban","dfs","4. Exploration",354.573,"dziban_dfs","Focused",66,750.997805109845,697.293134619191,801.218490693169,0.5,"mean","qi"
25,"birdstrikes","dziban","dfs","4. Exploration",476.703,"dziban_dfs","Open-Ended",67,750.997805109845,697.293134619191,801.218490693169,0.5,"mean","qi"
25,"birdstrikes","dziban","dfs","4. Exploration",729.704,"dziban_dfs","Open-Ended",68,750.997805109845,697.293134619191,801.218490693169,0.5,"mean","qi"
26,"birdstrikes","dziban","bfs","4. Exploration",210.051,"dziban_bfs","Focused",69,659.359390816941,612.826445938533,701.052363884437,0.5,"mean","qi"
26,"birdstrikes","dziban","bfs","4. Exploration",277.825,"dziban_bfs","Focused",70,659.359390816941,612.826445938533,701.052363884437,0.5,"mean","qi"
26,"birdstrikes","dziban","bfs","4. Exploration",355.453,"dziban_bfs","Open-Ended",71,659.359390816941,612.826445938533,701.052363884437,0.5,"mean","qi"
26,"birdstrikes","dziban","bfs","4. Exploration",568.648,"dziban_bfs","Open-Ended",72,659.359390816941,612.826445938533,701.052363884437,0.5,"mean","qi"
27,"birdstrikes","dziban","bfs","4. Exploration",155.633,"dziban_bfs","Focused",74,659.359390816941,612.826445938533,701.052363884437,0.5,"mean","qi"
27,"birdstrikes","dziban","bfs","4. Exploration",186.4,"dziban_bfs","Focused",73,659.359390816941,612.826445938533,701.052363884437,0.5,"mean","qi"
27,"birdstrikes","dziban","bfs","4. Exploration",284.909,"dziban_bfs","Open-Ended",75,659.359390816941,612.826445938533,701.052363884437,0.5,"mean","qi"
27,"birdstrikes","dziban","bfs","4. Exploration",1045.948,"dziban_bfs","Open-Ended",76,659.359390816941,612.826445938533,701.052363884437,0.5,"mean","qi"
28,"birdstrikes","compassql","bfs","4. Exploration",180.459,"compassql_bfs","Focused",77,720.137407831837,669.383495049382,764.32856288759,0.5,"mean","qi"
28,"birdstrikes","compassql","bfs","4. Exploration",238.401,"compassql_bfs","Focused",78,720.137407831837,669.383495049382,764.32856288759,0.5,"mean","qi"
28,"birdstrikes","compassql","bfs","4. Exploration",617.546,"compassql_bfs","Open-Ended",79,720.137407831837,669.383495049382,764.32856288759,0.5,"mean","qi"
28,"birdstrikes","compassql","bfs","4. Exploration",622.002,"compassql_bfs","Open-Ended",80,720.137407831837,669.383495049382,764.32856288759,0.5,"mean","qi"
29,"movies","compassql","bfs","4. Exploration",243.796,"compassql_bfs","Focused",81,746.095254137427,692.116856730933,796.490209899083,0.5,"mean","qi"
29,"movies","compassql","bfs","4. Exploration",246.99,"compassql_bfs","Focused",82,746.095254137427,692.116856730933,796.490209899083,0.5,"mean","qi"
29,"movies","compassql","bfs","4. Exploration",529.649,"compassql_bfs","Open-Ended",83,746.095254137427,692.116856730933,796.490209899083,0.5,"mean","qi"
29,"movies","compassql","bfs","4. Exploration",985.296,"compassql_bfs","Open-Ended",84,746.095254137427,692.116856730933,796.490209899083,0.5,"mean","qi"
30,"movies","dziban","dfs","4. Exploration",85.47,"dziban_dfs","Focused",90,710.864272137874,661.824921679887,755.493756853481,0.5,"mean","qi"
30,"movies","dziban","dfs","4. Exploration",129.046,"dziban_dfs","Focused",89,710.864272137874,661.824921679887,755.493756853481,0.5,"mean","qi"
30,"movies","dziban","dfs","4. Exploration",377.597,"dziban_dfs","Open-Ended",91,710.864272137874,661.824921679887,755.493756853481,0.5,"mean","qi"
30,"movies","dziban","dfs","4. Exploration",722.775,"dziban_dfs","Open-Ended",92,710.864272137874,661.824921679887,755.493756853481,0.5,"mean","qi"
31,"birdstrikes","dziban","dfs","4. Exploration",150.188,"dziban_dfs","Focused",94,750.997805109845,697.293134619191,801.218490693169,0.5,"mean","qi"
31,"birdstrikes","dziban","dfs","4. Exploration",169.197,"dziban_dfs","Focused",93,750.997805109845,697.293134619191,801.218490693169,0.5,"mean","qi"
31,"birdstrikes","dziban","dfs","4. Exploration",376.334,"dziban_dfs","Open-Ended",96,750.997805109845,697.293134619191,801.218490693169,0.5,"mean","qi"
31,"birdstrikes","dziban","dfs","4. Exploration",390.969,"dziban_dfs","Open-Ended",95,750.997805109845,697.293134619191,801.218490693169,0.5,"mean","qi"
32,"movies","compassql","bfs","4. Exploration",210.676,"compassql_bfs","Focused",97,746.095254137427,692.116856730933,796.490209899083,0.5,"mean","qi"
32,"movies","compassql","bfs","4. Exploration",427.959,"compassql_bfs","Open-Ended",99,746.095254137427,692.116856730933,796.490209899083,0.5,"mean","qi"
32,"movies","compassql","bfs","4. Exploration",522.845,"compassql_bfs","Focused",98,746.095254137427,692.116856730933,796.490209899083,0.5,"mean","qi"
32,"movies","compassql","bfs","4. Exploration",762.361,"compassql_bfs","Open-Ended",100,746.095254137427,692.116856730933,796.490209899083,0.5,"mean","qi"
33,"birdstrikes","dziban","bfs","4. Exploration",316.352,"dziban_bfs","Focused",101,659.359390816941,612.826445938533,701.052363884437,0.5,"mean","qi"
33,"birdstrikes","dziban","bfs","4. Exploration",363.301,"dziban_bfs","Open-Ended",104,659.359390816941,612.826445938533,701.052363884437,0.5,"mean","qi"
33,"birdstrikes","dziban","bfs","4. Exploration",385.035,"dziban_bfs","Focused",102,659.359390816941,612.826445938533,701.052363884437,0.5,"mean","qi"
33,"birdstrikes","dziban","bfs","4. Exploration",610.181,"dziban_bfs","Open-Ended",103,659.359390816941,612.826445938533,701.052363884437,0.5,"mean","qi"
34,"birdstrikes","dziban","dfs","4. Exploration",274.496,"dziban_dfs","Focused",105,750.997805109845,697.293134619191,801.218490693169,0.5,"mean","qi"
34,"birdstrikes","dziban","dfs","4. Exploration",317.898,"dziban_dfs","Focused",106,750.997805109845,697.293134619191,801.218490693169,0.5,"mean","qi"
34,"birdstrikes","dziban","dfs","4. Exploration",353.005,"dziban_dfs","Open-Ended",107,750.997805109845,697.293134619191,801.218490693169,0.5,"mean","qi"
34,"birdstrikes","dziban","dfs","4. Exploration",632.996,"dziban_dfs","Open-Ended",108,750.997805109845,697.293134619191,801.218490693169,0.5,"mean","qi"
35,"movies","compassql","bfs","4. Exploration",91.089,"compassql_bfs","Focused",110,746.095254137427,692.116856730933,796.490209899083,0.5,"mean","qi"
35,"movies","compassql","bfs","4. Exploration",118.354,"compassql_bfs","Focused",109,746.095254137427,692.116856730933,796.490209899083,0.5,"mean","qi"
35,"movies","compassql","bfs","4. Exploration",325.284,"compassql_bfs","Open-Ended",111,746.095254137427,692.116856730933,796.490209899083,0.5,"mean","qi"
35,"movies","compassql","bfs","4. Exploration",440.362,"compassql_bfs","Open-Ended",112,746.095254137427,692.116856730933,796.490209899083,0.5,"mean","qi"
36,"birdstrikes","compassql","dfs","4. Exploration",176.562,"compassql_dfs","Focused",113,752.217375449746,698.363705998295,801.896891892972,0.5,"mean","qi"
36,"birdstrikes","compassql","dfs","4. Exploration",177.032,"compassql_dfs","Focused",114,752.217375449746,698.363705998295,801.896891892972,0.5,"mean","qi"
36,"birdstrikes","compassql","dfs","4. Exploration",850.893,"compassql_dfs","Open-Ended",116,752.217375449746,698.363705998295,801.896891892972,0.5,"mean","qi"
36,"birdstrikes","compassql","dfs","4. Exploration",1445.67,"compassql_dfs","Open-Ended",115,752.217375449746,698.363705998295,801.896891892972,0.5,"mean","qi"
37,"movies","dziban","bfs","4. Exploration",171.549,"dziban_bfs","Focused",117,740.612740932303,691.694966158588,786.338020466139,0.5,"mean","qi"
37,"movies","dziban","bfs","4. Exploration",196.112,"dziban_bfs","Focused",118,740.612740932303,691.694966158588,786.338020466139,0.5,"mean","qi"
37,"movies","dziban","bfs","4. Exploration",668.223,"dziban_bfs","Open-Ended",120,740.612740932303,691.694966158588,786.338020466139,0.5,"mean","qi"
37,"movies","dziban","bfs","4. Exploration",732.332,"dziban_bfs","Open-Ended",119,740.612740932303,691.694966158588,786.338020466139,0.5,"mean","qi"
38,"movies","compassql","bfs","4. Exploration",156.638,"compassql_bfs","Focused",122,746.095254137427,692.116856730933,796.490209899083,0.5,"mean","qi"
38,"movies","compassql","bfs","4. Exploration",289.185,"compassql_bfs","Focused",121,746.095254137427,692.116856730933,796.490209899083,0.5,"mean","qi"
38,"movies","compassql","bfs","4. Exploration",548.43,"compassql_bfs","Open-Ended",123,746.095254137427,692.116856730933,796.490209899083,0.5,"mean","qi"
38,"movies","compassql","bfs","4. Exploration",859.345,"compassql_bfs","Open-Ended",124,746.095254137427,692.116856730933,796.490209899083,0.5,"mean","qi"
39,"movies","compassql","bfs","4. Exploration",158.165,"compassql_bfs","Focused",126,746.095254137427,692.116856730933,796.490209899083,0.5,"mean","qi"
39,"movies","compassql","bfs","4. Exploration",223.658,"compassql_bfs","Focused",125,746.095254137427,692.116856730933,796.490209899083,0.5,"mean","qi"
39,"movies","compassql","bfs","4. Exploration",745.93,"compassql_bfs","Open-Ended",127,746.095254137427,692.116856730933,796.490209899083,0.5,"mean","qi"
39,"movies","compassql","bfs","4. Exploration",907.191,"compassql_bfs","Open-Ended",128,746.095254137427,692.116856730933,796.490209899083,0.5,"mean","qi"
40,"birdstrikes","dziban","dfs","4. Exploration",235.069,"dziban_dfs","Focused",133,750.997805109845,697.293134619191,801.218490693169,0.5,"mean","qi"
40,"birdstrikes","dziban","dfs","4. Exploration",241.323,"dziban_dfs","Focused",134,750.997805109845,697.293134619191,801.218490693169,0.5,"mean","qi"
40,"birdstrikes","dziban","dfs","4. Exploration",821.641,"dziban_dfs","Open-Ended",136,750.997805109845,697.293134619191,801.218490693169,0.5,"mean","qi"
40,"birdstrikes","dziban","dfs","4. Exploration",1401.57,"dziban_dfs","Open-Ended",135,750.997805109845,697.293134619191,801.218490693169,0.5,"mean","qi"
41,"movies","dziban","bfs","4. Exploration",232.085,"dziban_bfs","Focused",137,740.612740932303,691.694966158588,786.338020466139,0.5,"mean","qi"
41,"movies","dziban","bfs","4. Exploration",239.045,"dziban_bfs","Focused",138,740.612740932303,691.694966158588,786.338020466139,0.5,"mean","qi"
41,"movies","dziban","bfs","4. Exploration",785.329,"dziban_bfs","Open-Ended",139,740.612740932303,691.694966158588,786.338020466139,0.5,"mean","qi"
41,"movies","dziban","bfs","4. Exploration",895.906,"dziban_bfs","Open-Ended",140,740.612740932303,691.694966158588,786.338020466139,0.5,"mean","qi"
42,"birdstrikes","dziban","bfs","4. Exploration",185.373,"dziban_bfs","Focused",141,659.359390816941,612.826445938533,701.052363884437,0.5,"mean","qi"
42,"birdstrikes","dziban","bfs","4. Exploration",212.966,"dziban_bfs","Focused",142,659.359390816941,612.826445938533,701.052363884437,0.5,"mean","qi"
42,"birdstrikes","dziban","bfs","4. Exploration",654.838,"dziban_bfs","Open-Ended",143,659.359390816941,612.826445938533,701.052363884437,0.5,"mean","qi"
42,"birdstrikes","dziban","bfs","4. Exploration",749.451,"dziban_bfs","Open-Ended",144,659.359390816941,612.826445938533,701.052363884437,0.5,"mean","qi"
43,"movies","dziban","bfs","4. Exploration",76.532,"dziban_bfs","Focused",145,740.612740932303,691.694966158588,786.338020466139,0.5,"mean","qi"
43,"movies","dziban","bfs","4. Exploration",88.999,"dziban_bfs","Focused",146,740.612740932303,691.694966158588,786.338020466139,0.5,"mean","qi"
